0.000003,0
0.000002,10
0.000004,20
0.000007,30
0.000009,40
0.000013,50
0.000018,60
0.000022,70
0.000039,80
0.000036,90
0.000045,100
0.000052,110
0.000062,120
0.000070,130
0.000079,140
0.000091,150
0.000103,160
0.000114,170
0.000128,180
0.000141,190
0.000155,200
0.000169,210
0.000186,220
0.000201,230
0.000218,240
0.000233,250
0.000252,260
0.000269,270
0.000290,280
0.000311,290
0.000331,300
0.000354,310
0.000372,320
0.000394,330
0.000418,340
0.000443,350
0.000466,360
0.000404,370
0.000428,380
0.000447,390
0.000469,400
0.000493,410
0.000515,420
0.000542,430
0.000562,440
0.000591,450
0.000617,460
0.000640,470
0.000667,480
0.000696,490
0.000722,500
0.000747,510
0.000780,520
0.000807,530
0.000839,540
0.000855,550
0.000768,560
0.000794,570
0.000826,580
0.000850,590
0.000879,600
0.000908,610
0.000936,620
0.000970,630
0.000994,640
0.001049,650
0.001004,660
0.000997,670
0.000978,680
0.001003,690
0.001032,700
0.001061,710
0.001091,720
0.001119,730
0.001151,740
0.001142,750
0.001068,760
0.001095,770
0.001124,780
0.001151,790
0.001180,800
0.001209,810
0.001240,820
0.001272,830
0.001177,840
0.001189,850
0.001217,860
0.001244,870
0.001274,880
0.001303,890
0.001267,900
0.001269,910
0.001271,920
0.001299,930
0.001323,940
0.001354,950
0.001327,960
0.001298,970
0.001330,980
0.001351,990
