0.000004,0
0.000001,10
0.000002,20
0.000004,30
0.000003,40
0.000005,50
0.000006,60
0.000008,70
0.000008,80
0.000008,90
0.000010,100
0.000011,110
0.000012,120
0.000012,130
0.000015,140
0.000016,150
0.000016,160
0.000018,170
0.000020,180
0.000020,190
0.000020,200
0.000023,210
0.000024,220
0.000024,230
0.000025,240
0.000027,250
0.000031,260
0.000029,270
0.000031,280
0.000033,290
0.000034,300
0.000035,310
0.000036,320
0.000037,330
0.000039,340
0.000041,350
0.000042,360
0.000055,370
0.000055,380
0.000054,390
0.000050,400
0.000054,410
0.000053,420
0.000055,430
0.000057,440
0.000060,450
0.000059,460
0.000061,470
0.000065,480
0.000064,490
0.000066,500
0.000068,510
0.000070,520
0.000071,530
0.000072,540
0.000074,550
0.000075,560
0.000077,570
0.000078,580
0.000079,590
0.000082,600
0.000082,610
0.000085,620
0.000083,630
0.000086,640
0.000086,650
0.000093,660
0.000090,670
0.000089,680
0.000092,690
0.000093,700
0.000093,710
0.000099,720
0.000102,730
0.000101,740
0.000115,750
0.000115,760
0.000107,770
0.000108,780
0.000111,790
0.000112,800
0.000114,810
0.000116,820
0.000119,830
0.000118,840
0.000124,850
0.000125,860
0.000119,870
0.000127,880
0.000129,890
0.000124,900
0.000129,910
0.000127,920
0.000128,930
0.000137,940
0.000132,950
0.000131,960
0.000136,970
0.000142,980
0.000138,990
